time,provinceCode,count,baseline,zscore,p_upper_nb
2004-03,narathiwat,23,2.5,3.031560300057168,6.466869379704805e-09
2004-04,pattani,23,2.5,4.291541759937894,6.466869379704805e-09
2022-08,narathiwat,18,3.3333333333333335,6.245291266518501,2.8662360960086102e-05
2004-06,pattani,24,5.0,2.5640794276422634,2.9200369546145158e-05
2004-04,narathiwat,20,4.416666666666667,1.749324224562505,0.00010825594352117184
